,fen,label,stock_fish_label
3503,8/3p4/2b4p/4k3/1PP2p2/5K2/3N3P/8 w - - 1 44,True,1
3504,r7/r2q1pk1/2Rp3p/3p2p1/P2P4/4P2P/2Q2PP1/R5K1 b - - 4 31,False,1
3505,8/p1k2p2/p1Np4/3K4/1PP3P1/8/P7/6b1 b - - 0 42,True,1
3506,8/p1p3k1/P5p1/1P1q4/4p2p/1R5P/2QpK3/8 b - - 1 56,True,1
3507,2rbr1k1/1b1p1ppp/p2q4/1pnN4/1QP5/P3PN2/1P3PPP/3RKB1R w - - 1 20,True,0
3508,2k1r3/1pq4p/2p2ppQ/p1n5/3p1PP1/P2P1B1P/1PP5/1K5R b - - 1 27,False,0
3509,1r4b1/p1p2k2/3q2pQ/2p2pP1/2P2p2/3P1N2/Pr3P2/R3R1K1 w - - 2 36,True,1
3510,r2qr1k1/pp3ppp/2p3b1/8/1b2PP2/nB1P1N1P/PQ4PB/R4R1K b - - 4 21,True,1
3511,rnb1r1k1/1p4p1/2p2n2/1P1p3p/p7/P1NP1NbP/2P1P1B1/R1BK1R2 w - - 2 21,True,1
3512,8/1p2bqpk/4b2p/1P1pPp1P/r1n2N2/p1B5/R4PP1/Q2R2K1 w - - 2 49,True,1
3513,1rbqk2r/pp2bppp/2n1p3/3nP3/1p1PN2P/1B2BNP1/P4P2/2RQ1RK1 w k - 9 18,False,1
3514,4r3/8/1p1p2k1/p1pPp1p1/P1Pn1p1p/1P3P1R/6PP/1R5K w - - 1 36,False,0
3515,r1bk1b1r/3n1q1p/2p2p2/p1Pp4/N2p3N/8/P3BQPP/R4RK1 w - - 2 20,True,1
3516,2r2rk1/1p1bq1pp/1n1bpn2/1P1pNp2/p2P4/P2BPPP1/1B1NQ2P/R4RK1 b - - 2 16,False,0
3517,2br2k1/1q3p1r/1p1B2p1/pP1pPpPp/P1pP3P/2P2B2/1K2Q3/4R1R1 w - - 91 73,True,1
3518,1r6/2k2p2/p3p1p1/2P5/PPR2P2/3rn1Pp/4B2P/4R1K1 b - - 4 37,False,0
3519,4rr2/2q1nppk/4p2p/ppnpP2P/b1pN2QB/2P1PP2/PP1RB1P1/1KR5 w - - 6 28,False,0
3520,4r1k1/1R4p1/2pb1p1p/8/1PRB1PP1/1r4P1/6K1/8 w - - 1 42,False,0
3521,r2qr1k1/bp1bnp2/p3pBp1/4P2p/1P5Q/P1pB1N1P/2P3P1/R4R1K b - - 5 22,True,1
3522,1rb1r1k1/p4p2/1pnq3p/2p3p1/1P1pP1P1/P2P1N1P/2P2QB1/1R3RK1 b - - 1 24,False,0
3523,r2qr1k1/ppnb2bN/3pppp1/1PpP2B1/2P3n1/1QN5/P3PPB1/R3K2R w KQ - 0 21,False,1
3524,5rk1/1q2p1np/3p2n1/R1pP4/2P2PBp/RP2P3/2Q2K2/8 w - - 1 46,True,1
3525,2b5/2p3k1/1pP1pR1p/rP2P1p1/P7/4P1KP/8/3B4 w - - 0 48,True,1
3526,2r1r1k1/5pp1/1p1p1b1p/3n4/3Pb3/R4N1P/2qB1PP1/2N1R1QK w - - 3 37,False,0
3527,2r1r1k1/2P2pp1/1NR4p/p2p4/4p1P1/4P3/P4P1P/6K1 b - - 0 33,True,1
3528,2rr2k1/1p3pp1/5n1p/pP1p1b2/2P5/5N2/P2RBPPP/2R3K1 b - - 4 21,False,0
3529,b1r1r3/p5k1/P2n1q1p/2pp2p1/6P1/1P2P3/3QB1NP/2R2RK1 b - - 2 41,False,0
3530,b2rr1k1/8/p4Q2/2p5/4p1q1/PPRnN1p1/3P2P1/1R4K1 b - - 3 37,False,0
3531,2kr3r/pbq2ppp/1p1bpn2/6B1/2PN4/P5P1/1PB1QP1P/3R1RK1 b - - 0 16,True,1
3532,7k/Q5p1/5p1p/8/P7/6P1/1K2qP1P/8 w - - 1 46,True,1
3533,rnbqkb1r/1p3ppp/p3pn2/2pp4/3P4/2N1PNQ1/PPP2PPP/R1B1KB1R w KQkq - 0 7,True,0
3534,4b3/1p6/1pp4k/5p1P/1KP2N2/P3P3/1P6/8 b - - 8 45,True,1
3535,r4r1k/pppb3p/3p4/4n3/2P2p1q/2P2PpP/PP2B1P1/R1BRQ2K w - - 0 22,False,0
3536,2kr2r1/pp3p1p/7q/3P4/2P1p1bP/1PQ3P1/1N3P2/R5K1 w - - 0 25,False,0
3537,2rr2k1/4qp2/Q5pp/R1p1p3/1pPn2P1/5P1P/1R2PBK1/8 b - - 2 41,False,0
3538,r4rk1/1p2qpbp/p1p2np1/4p3/2P1P3/4B3/PPQ1BPPP/3R1RK1 b - - 3 16,True,1
3539,7k/2Q2pp1/q3p2p/P2p4/1B2n3/7P/1P3PP1/6K1 b - - 1 33,True,1
3540,7k/3N3p/1r4p1/1p1R4/p7/P7/1P4P1/6K1 b - - 2 50,True,1
3541,r4rk1/1bq2ppp/p1nb2n1/1p1p4/8/PNPB1N1P/1PQ2PP1/R1B1R1K1 b - - 4 15,True,1
3542,1n6/5k2/2p3p1/2P4p/1K1B3P/pP4P1/5P2/8 b - - 2 56,True,1
3543,8/r2n1pk1/P2P2pn/3P4/2N3P1/R6P/4BP1K/8 b - - 0 48,True,1
3544,8/2k2p2/b1p5/1p1pr3/p4p2/P1N3p1/BPP3P1/3R2K1 b - - 7 35,False,0
3545,r1n1rbk1/1pq2p1p/p1b2Bp1/3p4/6PQ/2P2N2/PP1N1P1P/R3R1K1 w - - 3 17,True,1
3546,6k1/p4pp1/1q1R1n1p/4B3/4P3/Pr2PK2/4Q1PP/8 b - - 1 31,True,-1
3547,r4rk1/pp1bb1pp/1qp1p3/3nP3/4NP2/6P1/PP2Q1BP/R1BR2K1 w - - 1 18,False,1
3548,8/6kp/bp4p1/2n1pp2/PR6/2Nr4/2B3PP/4K3 w - - 4 48,False,0
3549,2r2r1k/1b3q2/p3p1pQ/1pnpPp1p/3R3P/P4P1N/1PP1B1P1/1K1R4 b - - 2 29,True,1
3550,r4rk1/1pR2p1p/8/3pPQ2/3p4/3P4/P3q1PP/5RK1 w - - 3 28,True,1
3551,4r3/p3rk2/1p3b2/2p3p1/2P1bp2/1P6/P3RPPB/2R1N1K1 b - - 1 33,False,0
3552,1r2r1k1/p1qb2pp/2n1p3/2Pp1p2/3P4/5N2/PR1QBPPP/1R4K1 w - - 5 21,True,1
3553,6k1/5pp1/R1pb4/r2bn2p/P7/4B1P1/2K1BP2/3R4 b - - 1 28,True,1
3554,rnbqkb1r/1p3ppp/p2p1n2/2p1p3/2P1P3/P1N2N2/1P1PBPPP/R1BQK2R b KQkq - 1 6,False,1
3555,2r2rk1/pp1q1n1p/4b3/P1p2ppB/4p3/1P2P1QP/1BPP2P1/R4RK1 b - - 1 25,True,1
3556,5kr1/4bp1R/4p3/3pP3/3P4/1Pqb1NN1/5PK1/3Q4 w - - 1 105,False,0
3557,4r1k1/1q1r1pp1/p4np1/3p4/2p2Q2/P1N1PP1P/1P1RR1P1/6K1 w - - 14 32,False,1
3558,r1bqkb1r/pp3ppp/2n2n2/2Ppp3/1P6/2P1BN2/P3PPPP/RN1QKB1R b KQkq - 0 6,False,0
3559,8/8/p7/B7/6pb/3k4/5KP1/8 w - - 4 52,False,0
3560,rnbq1rk1/ppp1bppp/3p1n2/8/3QP3/1PN2N2/P1P2PPP/R1B1KB1R w KQ - 1 7,False,1
3561,2krr3/ppp2pp1/2nbbq1p/3p4/3P4/2PB1N2/PP1N1PPP/R2QR1K1 w - - 4 13,False,0
3562,5nr1/4n1rk/1P1b2bq/3PNp2/B2P1P2/P1N1Q2P/1B4R1/5KR1 w - - 1 45,True,1
3563,1r5k/8/3prbnp/RB1p1N2/1P1P3p/2P2N2/5P2/6K1 b - - 1 42,False,0
3564,r3qrk1/p2bppbp/1pn2np1/2p5/4P3/2P1BN1P/PPQN1PP1/2KR1B1R w - - 0 12,False,0
3565,r4rk1/1pp1q1bp/2n1pnp1/p2p1p2/P1PP4/4PN2/PB1N1PPP/2RQ1RK1 w - - 1 13,False,1
3566,r1bq1rk1/6pp/p1p1pn2/2bp1p2/8/1PNQPN2/PBP2PPP/R4RK1 w - - 0 12,False,1
3567,2kr3r/pp4bp/2nqbp2/3p1pp1/3P4/2N3PP/PPPQNPB1/2K1R2R b - - 5 13,True,1
3568,rnb2rk1/p3q1pp/1ppb1n2/P2p1p2/3PpN2/2N1P1PP/1PP2PB1/R1BQ1RK1 b - - 0 11,False,0
3569,2krr3/p1p2ppp/1pn2nq1/5b2/3Pp3/BQP1P2P/P2NBPP1/1R3K1R w - - 0 15,True,1
3570,1R6/p7/k1p5/1p5K/8/8/6r1/8 b - - 1 47,False,0
3571,2k1N3/8/3R4/5p1p/3p1P1P/1p1r4/p1r5/K3R1B1 w - - 2 72,True,1
3572,2r1kbr1/7p/p1p1b1p1/1p1nP3/1P4q1/2P1P1B1/PKQN3P/3RRB2 b - - 4 24,True,1
3573,rnb1k2r/1pp2qp1/p2b1n2/3Pp1B1/8/2N2P2/PPPQ2PP/2KR1B1R w kq - 1 14,True,0
3574,1r2q1k1/1rpn1pp1/1p1p2np/p1bPpB2/P1P1P3/2PN2P1/2QB1P1P/1R2R1K1 b - - 20 27,True,1
3575,6k1/2B1rp2/p1n5/7r/2P4N/6Q1/q4PPP/5RK1 b - - 6 30,False,1
3576,6r1/5k2/R7/P1pp1q2/4r3/5Q2/1PKN3P/8 b - - 1 38,False,0
3577,4rr2/4kp2/3n3Q/p2pp2P/8/1bP5/6P1/RB5K w - - 1 44,True,1
3578,R1b2k1r/2pn1p2/1rn1pNp1/1p1pP1P1/1P1P4/2PB1N2/5PK1/R7 b - - 6 38,True,1
3579,8/2r2k2/p4Pp1/R1p1p1P1/2Pr2K1/4R3/8/8 w - - 6 57,False,0
3580,r1bqkb1r/p2ppppp/2n5/1ppnP3/8/3P1NB1/PPP2PPP/RN1QKB1R b KQkq - 4 6,False,1
3581,rnbqkb1r/1pp2ppp/5n2/p2p4/1P2p3/P3P2P/1BPP1PP1/RN1QKBNR w KQkq - 0 6,False,0
3582,8/5k2/R5p1/5p1p/3P3P/4PKP1/1r3P2/8 w - - 3 40,True,1
3583,8/5pk1/8/p7/P1p5/1r2P1KP/3N4/8 b - - 1 62,False,0
3584,rn1qk2r/p3nppp/1p2p3/2ppP3/3P4/2P2N2/P1P1QPPP/R1B1KR2 w Qkq - 0 11,False,0
3585,8/6k1/3q4/3P1pp1/7p/7R/PP6/1K1R4 b - - 1 58,False,0
3586,1rbqr1k1/p3bppp/2n5/7n/2Pp1Q2/N4N2/PP1P1PPP/R1B1RBK1 w - - 8 17,True,1
3587,3rbrk1/pp1nbppp/1q2p3/2ppP3/8/PP1BP3/1BPPN1PP/1R1Q1R1K b - - 4 14,False,0
3588,4r3/2p1r1k1/3p3p/1p1b1pp1/p1nP4/P1PN1PP1/2PBP2R/R2K4 b - - 1 33,False,0
3589,r1b2rk1/pp1n1pb1/1q2pnp1/6Bp/7Q/2N3PN/PP1R1PBP/3R2K1 w - - 0 20,True,1
3590,1r1r1bk1/pp3p2/2n1n1p1/2Ppp1Pp/7P/1QP2P1q/PP1NPBN1/3R1RK1 w - - 9 22,True,0
3591,2Q2bk1/2p2p2/2P4p/P7/5P2/2q1r3/1r4PP/R4R1K w - - 3 29,False,0
3592,6k1/NbR1N1p1/7p/1P2p3/P3p3/3r3P/3b2PK/8 b - - 1 33,False,0
3593,8/1p3pk1/2p3p1/p7/P1P5/4Q1PP/5PK1/q7 b - - 7 48,False,0
3594,3n1k2/R1R1b1rp/P2r2p1/4pp2/8/4P1N1/B4PPP/6K1 b - - 0 35,True,1
3595,8/p5k1/P2p2p1/3Pr3/4p3/1p2K3/1R6/8 b - - 3 48,False,0
3596,1k1r1br1/1b1q1p2/p3p2p/n3P3/P6Q/1p1p2N1/3N2PP/1BB2R1K b - - 1 29,False,0
3597,r1bq1rk1/pp1n1pp1/2pb3p/3pp2n/8/2PPBNPB/PPQ1PP1P/RN2K2R w KQ - 3 10,False,0
3598,5bk1/5pp1/2n2p2/ppp2P2/r7/2P2NB1/1P2RKPP/8 b - - 1 33,False,0
3599,4r1k1/5p1p/2q3p1/3p1PB1/2nP2P1/p1P2K2/2Q5/1R6 b - - 3 39,False,0
3600,r4rk1/1b1pqppp/pP3nn1/P1p1p3/2P5/3BPN2/2QN1PPP/R3K2R w KQ - 2 16,False,1
3601,r1bq1rk1/ppb2ppp/2n1pn2/2Pp4/3P4/P1NB1N1P/1P3PP1/R1BQK2R b KQ - 4 10,True,1
3602,6k1/p1q4p/4bnp1/P1p1pp2/1r6/2NPP1NP/2P2PP1/QR4K1 w - - 0 22,True,1
3603,rnb2rk1/pp3ppp/3p1n2/2q1p3/8/2N1P1N1/P1PP1PPP/R2QKB1R w KQ - 2 9,False,0
3604,5b2/1p1n4/1k3p1p/1Np1rN2/p1P2RPP/4P3/P1K5/8 b - - 13 44,True,1
3605,r5kr/p4bbp/2n2qp1/2Nn1p2/P1N1p3/BP2P2P/3QBPP1/2R2RK1 w - - 7 24,True,1
3606,r1b1kb1r/pp3npp/2n5/4pp2/8/P1P1BN2/1PBN1PPP/R2KR3 b kq - 3 14,True,0
3607,rnb1k2r/pp3ppp/1qp1pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq - 3 8,False,1
3608,4rrk1/1p3p1p/p1bp1PpB/q1p1bn2/2P5/1PNP4/P3N1PP/2Q1RRK1 b - - 2 23,True,1
3609,r1b1kb1r/pp2nppp/1qnp4/2p1p3/8/3PPNB1/PPP2PPP/RNQ1KB1R w KQkq - 2 7,False,0
3610,2R5/4r2p/1pk5/2r5/3bP3/Q6P/2q3P1/5R1K b - - 3 36,False,0
3611,2rr2k1/p4p2/1p2pnpp/2pqN1P1/5P2/P1PP3P/1P1R2Q1/4R1K1 b - - 0 27,True,0
3612,r1bqkb1r/1p3pp1/p1n1pn2/2p4p/2BpPP2/3P1NNP/PPP3P1/R1BQK2R b KQkq - 0 9,True,0
3613,5b2/3rp3/1N4R1/3P3p/3k1p1P/5P2/6PK/8 b - - 6 59,True,1
3614,r2qk2r/1b1pbp1p/2p1n1p1/p3P3/2P1N1Q1/5N2/1P2BPPP/2BR2K1 w kq - 5 18,True,1
3615,3r2k1/B2P1pp1/4br2/1p5p/p2R3P/P1P3P1/1P1R3K/8 w - - 0 65,True,1
3616,8/ppr3pk/4q1pp/4P3/PP4P1/5P1P/1Q2R1K1/8 b - - 0 38,True,1
3617,1k2r1r1/1pp4p/p7/8/2RQR3/P4qP1/1P3P1P/6K1 w - - 1 32,True,1
3618,r7/r5pp/5p2/2p1p3/3nkP2/1P2B1PP/P2R1R2/6K1 w - - 3 27,False,0
3619,r1bqk2r/pp5p/2np1npb/5p2/2P5/P1N1PN2/1P1PB1PP/R1BQK2R b KQkq - 3 9,True,1
3620,rnbqkb1r/pp3pp1/4pn1p/2pp4/2PP1P2/2N2N2/PP2P1PP/R1BQKB1R w KQkq - 0 6,True,0
3621,2q3k1/5r1p/P1b3pB/8/1PQ5/R2p3P/6P1/7K w - - 2 53,True,1
3622,rn2k2r/pbqppp1p/1p4p1/8/2P1PnPQ/3B1N1P/P1P2P2/R1B1K2R w KQkq - 1 12,False,0
3623,3r3k/6p1/1r5p/8/1PQ1B2K/7P/P7/8 b - - 0 46,True,1
3624,8/4n1k1/6p1/p3p2p/pr1pNrPR/3P3P/1PP1q3/R1Q3K1 b - - 2 50,False,0
3625,1r1q4/1b1k1p1p/p1np4/1p2p3/4BP2/P3B3/1PPQ3P/2K3R1 w - - 1 24,True,1
3626,8/8/5K2/p6r/Pb1B1R2/4p3/1P1k4/8 b - - 13 63,False,0
3627,8/p3R2R/1p4p1/2p3k1/P7/1P1P4/2P5/1K3q2 w - - 5 55,True,1
3628,r5k1/q1n1r2p/b2bp1p1/P1N5/7Q/5N2/3B2PP/R1R4K w - - 4 40,True,1
3629,6k1/5pp1/n3b3/p7/4B3/2p1KPPp/P1N1P2P/8 w - - 0 30,True,1
3630,5rk1/1R3p1p/6n1/6p1/P2Q1bP1/2P4P/5K2/7r w - - 1 39,False,0
3631,3r4/4b1k1/1rn3q1/2pn1p1p/P2P1P1P/P5Q1/1BB1R1P1/3R2K1 w - - 2 38,False,0
3632,2q5/3rb2k/2r3p1/6pn/PPpBN1b1/2Q1P3/5PB1/2R1R1K1 b - b3 0 38,True,1
3633,8/7p/1p2p1q1/p1k3B1/P4P2/4QPK1/2r3PP/8 b - - 2 47,False,0
3634,6k1/5p2/8/p5r1/7p/1P3B1P/5K2/8 w - - 0 45,False,0
3635,1r2r1k1/1p2qpp1/5np1/pBNpn3/3Q4/P3P3/1P3PPP/2RR2K1 b - - 3 21,False,1
3636,1r1r2k1/p4pp1/5nbp/4b3/2p1PB2/Pq4P1/1P3PBP/1RQNR1K1 b - - 2 24,True,1
3637,4qr1k/pp4b1/3N2pp/4npN1/2pB4/7P/PPP2QP1/R5K1 b - - 1 26,True,1
3638,2rB4/2Pk1p1p/R5pP/6P1/3K4/4P3/5r2/8 b - - 28 60,True,-1
3639,rnbqkb1r/pp2pppp/2p2n2/3p4/1P6/2PP1N2/P4PPP/RNBQKB1R w KQkq - 1 6,False,0
3640,r1b2rk1/ppq1ppb1/2n3pp/3n4/3PP3/BN1B1N1P/P4PP1/2RQ1RK1 b - - 0 15,False,1
3641,r1b2k1r/ppq2ppp/8/1B1p4/1b1Q4/2N2P1P/PB3P2/R3K2R b KQ - 3 16,True,1
3642,2r3k1/2q2p1p/5bpQ/3bp3/1B1p4/3N3P/2r2PP1/1R1R2K1 w - - 2 28,False,0
3643,r3kr2/1p1nb2p/p2n2p1/3B4/1B3P2/6PP/PPP5/2K1R2R b - - 4 23,True,1
3644,r4b1r/1p2k1pp/pqb1P3/5pN1/5Q2/1B4P1/PPP4P/2KR4 w - - 1 21,True,1
3645,r5k1/1pp2p1p/1q2b3/p4p2/3r4/P1Q1R2P/3PBPP1/2K4R b - - 7 24,False,0
3646,8/5p2/5rpk/pR3r1P/P3p3/6R1/4B3/6K1 w - - 0 52,True,1
3647,1nr5/2q1p1bk/r5pp/p1B1p3/4N3/4NP1P/1PP1Q1K1/R2R4 b - - 5 27,True,1
3648,r2qr1k1/1b1nbpnp/pp2p1pB/3pP3/P2P2P1/1N1B1N2/4QP1P/R4RK1 b - - 4 19,True,1
3649,r1n1R1R1/2r3kp/p2p1pp1/P2P4/1P6/6PP/5P2/5BK1 b - - 9 39,True,1
3650,1r2r1k1/pp3ppp/2p1b3/4P3/5Pn1/P1PBP1Pq/2Q4P/1RB1K2R w K - 1 19,True,1
3651,2kr1b1r/ppq1npp1/7p/1b1pPP2/2nP4/P1NB1N2/7P/R1BQ1RK1 b - - 2 18,False,1
3652,rbb1k1r1/pp4pR/5p2/3N4/2P2BP1/3N4/PPn1KPP1/5B2 w q - 2 24,True,1
3653,8/p4rkq/1p1b2p1/2pPp3/2P1Q1R1/P2P4/3B3P/7K b - - 2 36,True,1
3654,3rkn2/pp2q1b1/1r2b1p1/2B1p1P1/2P1N3/3QP3/P3B3/2KR3R w - - 3 26,True,1
3655,2k5/6B1/pKP5/P4p1p/2b2P1P/2P5/8/8 b - - 0 66,True,1
3656,r1b2k1r/pp1pqppp/5n2/1N2n3/1b3B2/2N5/PPP1BPPP/R2QK2R b KQ - 10 11,True,1
3657,r2q1rk1/3nbppp/4pn2/p2b4/P1pP1B2/1pP2NN1/1P2QPPP/RB2R1K1 w - - 0 17,True,0
3658,r1bq1rk1/p2n1pp1/3b1n1p/2pp4/1P6/P1NBPN2/1B3PPP/R2Q1RK1 b - - 1 12,False,0
3659,2r3k1/1b3r2/pR1P4/1p3p2/4p3/1PP5/PK6/3R1B2 b - - 0 31,True,1
3660,r4rk1/2qnpp2/p1pp1bpp/8/1pPPP3/1PNQ1N1P/P4PP1/2RR2K1 w - - 0 16,True,1
3661,3r3k/1p3pp1/2b2b1p/p3pP2/P1B1P3/1Pq2N1Q/6PP/4R2K w - - 6 35,False,0
3662,3rrnk1/3n1q1b/1p1p2p1/pRpPp1Pp/P1P1P2N/2P1BPQB/7K/3R4 w - - 0 74,True,1
3663,r4r1k/3q2p1/1pn4p/1N4B1/P7/R2b1n2/1P3PPP/3Q1RK1 w - - 2 27,False,0
3664,5k2/8/7q/7P/1p1p2K1/3B2B1/2P2P2/8 b - - 4 50,False,0
3665,8/8/2pr1k2/R7/1P1n1pR1/2B5/1P2r2P/5K2 b - - 15 55,True,1
3666,r2qk2Q/p2n1p2/2p2nr1/1pb1p3/4P1b1/3B4/P1PNNPPP/R1B2RK1 b q - 7 18,False,-1
3667,2b2rk1/pr2qpb1/2Q1p1np/B1PpP3/6p1/1P3N2/P1PN1PPP/R3R1K1 w - - 0 18,True,0
3668,rn1qkb1r/pbpp1ppp/1p2p3/4Pn2/3P1P2/2P2N2/PP2B1PP/RNBQK2R b KQkq - 2 7,False,1
3669,rR6/5k2/2N2p2/P1KP3p/7P/4P2b/8/8 b - - 10 52,True,1
3670,3r4/pb3p1k/1p4pp/8/3b3N/6Pq/P3QP1P/3RR1K1 w - - 2 37,False,-1
3671,3q1rk1/1p4pp/4p3/pP1bNp1Q/nb3B2/8/5PPP/3R1BK1 w - - 6 31,False,0
3672,1r1qr1k1/p4p1p/Pp3np1/3p1n2/1PpPpP2/2P1P2P/1B1N1P1K/R2Q2R1 b - - 5 24,False,0
3673,rn2kb1r/pp1qpppp/3p2b1/2pN3n/2P5/1Q1PPN2/PP3PPP/R1B1KB1R w KQkq - 3 8,True,1
3674,1k1rr3/p2qnpb1/1pbppnpp/8/3P1P2/N1PB1NP1/PP4QP/2B1RRK1 w - - 6 21,True,0
3675,2rqr1k1/pp3p1p/5np1/b2p1b2/P2P1P2/2N1BB2/1P1Q2PP/R1R3K1 w - - 6 18,False,0
3676,8/7P/4k3/p7/P2bKPP1/2p5/2P5/8 b - - 2 59,True,1
3677,8/p1p4q/1p3Q1B/NP1k4/8/P7/3r2PK/8 b - - 4 36,True,1
3678,8/8/3kn1pp/1prp4/5PP1/1B2K2P/PP6/3R4 w - - 4 41,True,1
3679,rnbqr1k1/p3bpp1/1p3n1p/2pp4/3P3B/2NB1N1P/PPP1QPP1/R4RK1 w - - 0 13,True,1
3680,3r1r1k/2p2pp1/3q1n1p/p1ppN3/3Pb3/2P1N3/PP3PPP/R2QR1K1 w - - 0 20,False,1
3681,r4rk1/1p1bqp2/p1n1p2p/6p1/Pb2P2P/3BQN2/1P3PP1/R1B2K1R b - - 0 18,True,-1
3682,2rqr1k1/pb2n1bp/1p2ppp1/4N3/2PPp3/PP4PP/1B2QP2/1B1RR1K1 w - - 0 28,True,1
3683,6k1/p4pp1/7p/3b2q1/P3n3/2r4P/1Q2BP2/R3KR2 w Q - 2 27,False,0
3684,brr5/3nqpbk/p4npp/R2Pp3/1P6/2NPBN1P/3QBPP1/1R4K1 w - - 1 22,True,1
3685,4r1k1/5p1p/6p1/8/2B4P/1R4P1/3r1PK1/8 b - - 7 41,False,0
3686,7k/3N2p1/3K1p1p/3Q3P/6P1/q7/8/8 w - - 39 99,True,1
3687,2b1r1k1/2p2p1p/2P2bp1/r3p3/P1pB4/5N1P/5PP1/1R2R1K1 b - - 2 33,False,0
3688,8/1pb2pk1/4r1p1/p2p4/3PnP1P/B1P5/2R3NP/6K1 b - - 2 50,False,0
3689,5k2/1R1R2p1/1p4rp/pP6/Pn6/1B1p2PP/5PK1/2r5 b - - 5 47,True,1
3690,rnbqkb1r/1pp2p1p/p3p1pn/3p4/3PPP2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 2 6,True,1
3691,8/8/1r6/1rN3pk/1PR2p2/1K6/1P6/6R1 w - - 5 68,True,1
3692,r3k2r/pppn1ppp/4p3/1Pbn2q1/P2p4/3B1PP1/1BPPQP1P/RN3RK1 w kq - 1 11,False,1
3693,1r2r1k1/1bq2ppp/p2b3n/3np3/8/1NNB1PQ1/PBPP2PP/1K1R3R b - - 10 18,True,0
3694,r1b1r1k1/pp1n1pbp/2p3p1/4P3/3QBB2/2P2N2/Pq3PPP/R3R1K1 b - - 1 14,True,1
3695,1nr1r1k1/1bq1ppbp/pp1p1np1/3P4/2PN1PP1/1PN4P/P2QRBB1/2R3K1 w - - 3 22,True,1
3696,5rk1/p7/1b6/1R6/1P1p2r1/3PnN2/2P3P1/5RK1 w - - 2 41,False,0
3697,r1bqkb1r/1p2ppp1/2n4p/p2p3n/3P3B/N1P1PN2/5PPP/R2QKB1R b KQkq - 1 11,False,0
3698,2rqr1k1/1pp3bp/4b1p1/pP1pNp2/P2P1P2/2N5/5PPP/R2QR1K1 w - - 6 18,True,1
3699,4q3/r3r2k/2R3pp/4Np2/3Qn3/4P2P/5PP1/1R4K1 w - - 12 39,True,1
3700,5r2/p1r3pk/Bp4n1/2n2b2/5P2/PPN1B1RP/1K1R4/8 w - - 3 37,True,1
3701,r4nk1/ppn2pb1/2q5/3pPB2/3P4/1R2B3/P2N2PP/5RK1 w - - 1 30,False,0
3702,2kr3r/ppp1bpp1/2nqbn1p/4p3/4P2B/2PP1N2/P2NBPPP/R2QK2R w KQ - 3 12,False,0
3703,r1bk3r/ppp3pp/2n2p2/2b5/4p1n1/4P1P1/PPP2PBP/RNB1K1NR b KQ - 0 11,True,0
3704,1r3qk1/1br2p2/1p4pp/pP1pR2P/P2P4/2P3P1/2Q3K1/1B2R3 w - - 0 53,True,1
3705,r1bqk2r/ppp1ppbp/3p2pn/2nP4/2P2P2/P4NP1/1P2P1BP/RNBQK2R w KQkq - 3 9,True,0
3706,4r3/7k/3prp2/2pK1R1P/PpPb2N1/1P5R/8/8 w - - 4 70,True,1
3707,8/3b2R1/3k4/8/4P1p1/8/5K2/7r b - - 0 92,False,0
3708,7r/1kp2R2/2bq1PPp/3pN2Q/1p1P1b2/3p4/1P3P1P/3N2K1 b - - 2 26,True,1
3709,3r3k/pp1q2pp/1b6/nP2B2n/8/P2r1N1P/1Q1NRPP1/2R3K1 w - - 8 30,True,1
3710,r2qkbnr/1b3ppp/p1n1p3/1p1pP3/2pP1P2/P1P2N2/1PB3PP/RNBQK2R b KQkq - 1 9,True,1
3711,8/q1bn1r1k/6r1/P1p4p/1pNpPppP/1N1P1p2/1P1B1P2/RQ1R2K1 b - - 1 53,False,0
3712,5rk1/p1q1nppp/8/3pP3/2nP4/2R1P1P1/4N1QP/4K2R b K - 4 22,True,1
3713,2Q5/1p3pk1/pq3r2/3R4/8/6P1/5P2/6K1 w - - 6 47,False,0
3714,R7/4n2k/3qP1pp/1p2p3/1Q5P/4PBP1/3r1P2/6K1 w - - 3 58,True,1
3715,8/1b3Q1k/8/p4pP1/3p4/P4qP1/1P6/6K1 b - - 3 42,False,-1
3716,5r1k/ppq1R1pp/2n5/8/8/P1B2Nr1/1P2B1bK/3Q1R2 b - - 3 34,False,0
3717,2kr3r/1pp1bppp/p3bq2/2P1n3/1P4n1/P3PN2/1BQN1PPP/R3KB1R w KQ - 1 13,True,1
3718,2r5/7p/2PK2p1/8/8/8/1R2p1PP/4k3 w - - 0 54,False,0
3719,2r2r2/p2qbppk/1pn5/2p1P2p/4NP2/2PPN2R/P3P1QP/R6K b - - 1 22,True,1
3720,r2qr1k1/pp1n1pp1/2pb1n1p/3p1b2/3P4/2NNP1P1/PP1BQPBP/R4RK1 w - - 9 14,False,0
3721,r1bqrnk1/ppb2ppp/2p2n2/3pp3/PP2P3/B1PP1N2/3NBPPP/R2Q1RK1 w - - 6 11,False,0
3722,r1b2rk1/1p1pbppp/1qn1pn2/p1p5/2P1P3/P1NP1N2/1P2BPPP/R1BQ1RK1 w - - 0 9,False,1
3723,1rbqkb1r/p2p1ppn/2p1p2p/4P3/8/2NQ4/PPP2PPP/R1B1KB1R w KQk - 2 10,True,1
